"tax_id","org_name","isolation_source","metabolism","cogem_classification"
98668,"Mycobacterium septicum","catheter tip of centrally located hickman","Aerobic",NA
47951,"Vibrio cyclitrophicus","creosote-contamined marine sediment","Aerobic","2"
129847,"Pseudomonas grimontii","mineral water","Aerobic",NA
129817,"Pseudomonas brenneri","mineral water","Aerobic",NA
60548,"Paraburkholderia graminis","maize senescent root system","Aerobic",NA
546,"Citrobacter freundii","human, urine","Aerobic",NA
110933,"Leifsonia poae","poa annua root gall","Aerobic",NA
36841,"Clostridium glycolicum","olive mill, wastewater","Anaerobic","2"
1490,"Paraclostridium bifermentans","olive mill, wastewater","Anaerobic","2"
128785,"Pseudoxanthomonas mexicana","mud","Aerobic",NA
63186,"Zobellia galactanivorans","red algae","Aerobic",NA
87461,"Rhodopseudomonas rhenobacensis","eutrophic freshwater pond","Microaerophilic",NA
83262,"Mycobacterium immunogenum","metal working fluid","Aerobic",NA
70863,"Shewanella oneidensis","sediments","Aerobic",NA
29347,"Clostridium scindens","human, feces","Anaerobic","2"
105612,"Lactobacillus algidus",NA,"Aerobic",NA
89153,"Clostridium hylemonae","human feces","Anaerobic","2"
100884,"Coprobacillus cateniformis","human, feces","Anaerobic",NA
92759,"Gluconacetobacter sacchari","sugar cane","Aerobic",NA
47880,"Pseudomonas fulva","japanese paddy","Aerobic",NA
50340,"Pseudomonas fuscovaginae","oryza sativa","Aerobic",NA
86175,"Pseudomonas pertucinogena",NA,"Aerobic",NA
49186,"Marinobacterium stanieri","seawater","Aerobic",NA
317,"Pseudomonas syringae","syringa vulgaris","Aerobic",NA
33069,"Pseudomonas viridiflava","dwarf or runner bean","Aerobic",NA
1352,"Enterococcus faecium","pig, faeces","Aerobic","2"
94136,"Alkalibacillus haloalkaliphilus","lake abu gabara","Aerobic",NA
46677,"Pseudomonas agarici","agaricus bisporus, drippy gills","Aerobic",NA
36746,"Pseudomonas cichorii","cichorium endiva","Aerobic",NA
76947,"Sphingobium herbicidovorans","soil","Aerobic",NA
46680,"Pseudomonas nitroreducens","sequencing batch bioreactor","Aerobic",NA
95300,"Pseudomonas vancouverensis","soil, forest","Aerobic",NA
89065,"Pseudomonas abietaniphila","bleached kraft mill effluent","Aerobic",NA
40561,"Zoogloea resiniphila","sequencing batch bioreactor","Aerobic",NA
53407,"Pseudomonas asplenii","asplenium nidus","Aerobic",NA
53406,"Pseudomonas anguilliseptica","pond-cultured anguilla japonica","Aerobic",NA
298,"Pseudomonas marginalis","cichorum intybus, endive imported from belgium","Aerobic",NA
38304,"Corynebacterium tuberculostearicum","human","Aerobic","2"
38288,"Corynebacterium genitalium","human","Aerobic","2"
86183,"Pseudomonas boreopolis",NA,"Aerobic",NA
28095,"Burkholderia gladioli","surface sterilised macerated mealybug","Aerobic",NA
99653,"Rhodococcus koreensis","industrial wastewater","Aerobic",NA
84096,"Gordonia alkanivorans","industrial wastewater","Aerobic",NA
86186,"Pseudomonas cissicola","leaf spot of cissus japonica","Aerobic",NA
28213,"Sphingomonas parapaucimobilis","urine","Aerobic",NA
28212,"Sphingomonas adhaesiva",NA,"Aerobic",NA
13690,"Sphingomonas yanoikuyae","human","Aerobic",NA
65656,"Hydrogenophaga taeniospiralis","soil","Aerobic",NA
108,"Spirosoma linguale","deep well water","Aerobic",NA
47877,"Pseudomonas amygdali","melia azedarach","Aerobic",NA
47877,"Pseudomonas amygdali","prunus dulcis","Aerobic",NA
29442,"Pseudomonas tolaasii","agaricus bisporus","Aerobic",NA
46678,"Pseudomonas caricapapayae","carica papayae","Aerobic",NA
83263,"Aminobacter aminovorans","garden soil, enrichment with trimethylamine","Aerobic",NA
100886,"Catenibacterium mitsuokai","human, faeces","Anaerobic",NA
131081,"Corynebacterium capitovis","sheep, scraping from infected head of a sheep","Aerobic","2"
131318,"Corynebacterium felinum","scottish wild cat, fellis silvestris","Aerobic","2"
1275,"Kocuria rosea","goldfish aquarium","Aerobic",NA
1352,"Enterococcus faecium","cheese","Aerobic","2"
1804,"Mycobacterium gilvum","sputum","Aerobic",NA
47878,"Pseudomonas azotoformans","japanese unhulled rice","Aerobic",NA
47882,"Pseudomonas straminea","japanese unhulled rice","Aerobic",NA
48076,"Pseudomonas iners","oil brine","Aerobic",NA
46680,"Pseudomonas nitroreducens","oil brine","Aerobic",NA
89061,"Weissella thailandensis","fermented fish","Aerobic",NA
65497,"Actinoalloteichus cyanogriseus","soil","Aerobic",NA
46170,"Staphylococcus aureus aureus","human, blood","Aerobic","2"
46170,"Staphylococcus aureus aureus","human, aneurism","Aerobic","2"
46170,"Staphylococcus aureus aureus","human, nose","Aerobic","2"
46170,"Staphylococcus aureus aureus","tracheal","Aerobic","2"
136857,"Corynebacterium testudinoris","tortoise, necrotic lesions in mouth","Aerobic","2"
47880,"Pseudomonas fulva","japanese unhulled rice","Aerobic",NA
86796,"Marmoricola aurantiacus","marble statue","Aerobic",NA
57704,"Tsukamurella tyrosinosolvens","human, blood","Aerobic",NA
81030,"Hyphomonas hirschiana","mussel bed in thermal vent","Aerobic",NA
109214,"Xanthomonas cynarae","cynara scolymus","Aerobic",NA
136100,"Knoellia sinensis","soil, cave","Aerobic",NA
135735,"Bacillus endophyticus","inner tissues of cotton plants","Aerobic",NA
210,"Helicobacter pylori","human, gastritis","Microaerophilic","2"
67828,"Citrobacter gillenii","human, feces","Aerobic",NA
75105,"Paraburkholderia caribensis","soil, vertisol","Aerobic",NA
75658,"Campylobacter lanienae","human, asymptomatic worker in an abattoir","Microaerophilic","2"
408,"Methylobacterium extorquens","active sludge","Aerobic",NA
119025,"Albibacter helveticus","groundwater","Aerobic",NA
98671,"Pseudoglutamicibacter albus","human, urine","Aerobic",NA
98671,"Pseudoglutamicibacter albus","human, blood","Aerobic",NA
68895,"Cupriavidus basilensis","sediment of a fresh water pond","Aerobic",NA
67826,"Citrobacter sedlakii","bile","Aerobic",NA
84480,"Amycolatopsis thermoflava","soil","Aerobic",NA
29303,"Streptomyces cattleya","soil","Aerobic",NA
114259,"Nocardia paucivorans","human, sputum","Aerobic",NA
150025,"Leifsonia naganoensis","soil","Aerobic",NA
109465,"Nocardioides pyridinolyticus","oxic zone of an oil shale column","Aerobic",NA
39692,"Mycobacterium parafortuitum","soil","Aerobic",NA
1807,"Mycobacterium obuense","soil","Aerobic",NA
36813,"Mycobacterium pulveris","house dust","Aerobic",NA
150026,"Leifsonia shinshuensis","soil","Aerobic",NA
36814,"Mycobacterium rhodesiae","human, sputum","Aerobic",NA
39695,"Mycobacterium tokaiense","soil","Aerobic",NA
1799,"Mycobacterium aichiense","soil","Aerobic",NA
1790,"Mycobacterium asiaticum","indian monkey, macacus rhesus","Aerobic",NA
1800,"Mycobacterium chubuense","soil","Aerobic",NA
1782,"Mycobacterium nonchromogenicum","soil","Aerobic",NA
121616,"Micromonospora matsumotoense","woodland soil","Aerobic",NA
238,"Elizabethkingia meningoseptica","human, tracheoalveolar aspirates","Aerobic","2"
569,"Hafnia alvei","human, bile","Aerobic",NA
120957,"Nocardia abscessus","human, abscess","Aerobic",NA
150024,"Halomonas magadiensis","littoral sediments, lake magadii","Aerobic",NA
86669,"Acidovorax defluvii","activated sludge","Aerobic",NA
28031,"Lysinibacillus fusiformis","culex fatigans","Aerobic",NA
147825,"Psychrobacter proteolyticus","antarctic krill, stomach specimen","Aerobic",NA
81858,"Mycobacterium elephantis","elephant, lung abscess","Aerobic",NA
34015,"Sphingomonas natatoria","fresh water, swimming pool","Aerobic",NA
56361,"Blastomonas ursincola","cyanobacterial mat","Aerobic",NA
89772,"Aquamicrobium lusatiense","activated sludge, industrial waste water treatment plant","Aerobic",NA
95485,"Burkholderia stabilis","human, cystic fibrosis","Aerobic",NA
60246,"Helicobacter ganmani","mouse","Anaerobic",NA
76848,"Sphingomonas roseiflava","plant, setaria viridis","Aerobic",NA
149017,"Arcanobacterium hippocoleae","horse, vaginal discharge","Anaerobic",NA
907,"Megasphaera elsdenii","sheep, rumen","Anaerobic",NA
152297,"Pseudoalteromonas issachenkonii","alga fucus evanescens","Aerobic",NA
93973,"Shewanella japonica","sea water","Aerobic",NA
86104,"Arenibacter latericius","sandy sediments","Aerobic",NA
102148,"Solobacterium moorei","human, intestine","Anaerobic",NA
28169,"Vibrio pelagius","seawater","Aerobic","2"
126673,"Mycobacterium doricum","human, cerebro-spinal fluid","Aerobic",NA
1352,"Enterococcus faecium","water","Aerobic","2"
1351,"Enterococcus faecalis","urinary tract infection","Aerobic","2"
562,"Escherichia coli","sewage","Aerobic","2"
287,"Pseudomonas aeruginosa","human, bile","Aerobic","2"
470,"Acinetobacter baumannii","human, rectum","Aerobic",NA
138595,"Olsenella profusa","human, subgingival plaque","Anaerobic",NA
104087,"Pseudomonas frederiksbergensis","soil from a gasification site","Aerobic",NA
40223,"Methylophaga thalassica","sea water","Aerobic",NA
45495,"Methylophaga marina","marine sludge","Aerobic",NA
150336,"Clostridium thiosulfatireducens","waste water digestor from a cheesedairy","Anaerobic","2"
105229,"Bacillus fumarioli","geothermal soil","Aerobic",NA
147207,"Collinsella intestinalis","human, feces","Anaerobic",NA
1352,"Enterococcus faecium","sausage","Aerobic","2"
562,"Escherichia coli","unknown","Aerobic","2"
562,"Escherichia coli","human, vaginal swab","Aerobic","2"
674,"Vibrio mimicus","lake water","Aerobic","2"
46182,"Nonomuraea spiralis","soil","Aerobic",NA
46174,"Nonomuraea ferruginea","compost soil","Aerobic",NA
39960,"Erythrobacter litoralis","cyanobacterial mat","Aerobic",NA
35811,"Erythromicrobium ramosum","cyanobacterial mat from a hot spring","Aerobic",NA
1462,"Geobacillus kaustophilus","pasteurized milk","Aerobic",NA
1426,"Geobacillus thermoglucosidasius","soil","Aerobic",NA
1407,"Bacillus psychrosaccharolyticus",NA,"Aerobic",NA
1484,"Hydrogenibacillus schlegelii","mud surface","Aerobic",NA
1478,"Bacillus simplex",NA,"Aerobic",NA
59843,"Paenibacillus glucanolyticus",NA,"Aerobic",NA
120213,"Subtercola boreus","groundwater","Aerobic",NA
120298,"Subtercola frigoramans","groundwater","Aerobic",NA
545,"Citrobacter koseri","human, trachea","Aerobic",NA
1502,"Clostridium perfringens","turkey","Anaerobic","2"
1502,"Clostridium perfringens","pig, feces","Anaerobic","2"
46177,"Nonomuraea pusilla","soil","Aerobic",NA
37484,"Nonomuraea helvata","soil","Aerobic",NA
1422,"Geobacillus stearothermophilus","hot springs","Aerobic",NA
86179,"Chromohalobacter beijerinckii",NA,"Aerobic",NA
297,"Hydrogenophilus thermoluteolus","soil around hot spring","Aerobic",NA
384,"Rhizobium leguminosarum","effective nodules of pisum sativum","Aerobic",NA
135000,"Alteromonas alvinellae","polychaete annelid avinella pompejana","Aerobic",NA
88688,"Caulobacter segnis","soil","Aerobic",NA
93369,"Pseudaminobacter salicylatoxidans","river water","Aerobic",NA
76980,"Ahrensia kielensis","brackish water","Aerobic",NA
29348,"Clostridium spiroforme","human, feces","Anaerobic","2"
103817,"Janibacter terrae","polluted groundwater","Aerobic",NA
674,"Vibrio mimicus","human","Aerobic","2"
117207,"Sphingopyxis alaskensis","seawater","Aerobic",NA
85044,"Williamsia muralis","water-damaged indoor building material","Aerobic",NA
70584,"Aquabacterium parvum","drinking water biofilms","Aerobic",NA
70586,"Aquabacterium commune","drinking water biofilms","Aerobic",NA
70582,"Aquabacterium citratiphilum","drinking water biofilms","Aerobic",NA
43666,"Paeniglutamicibacter sulfureus","oil-brine in yabase oil-field","Aerobic",NA
37930,"Glutamicibacter protophormiae","fly, protophormia terraenovae","Aerobic",NA
43664,"Paenarthrobacter histidinolovorans","soil","Aerobic",NA
1676,"Pseudarthrobacter polychromogenes","air","Aerobic",NA
29320,"Paenarthrobacter nicotinovorans",NA,"Aerobic",NA
42256,"Rubrobacter radiotolerans","thermo-mineral water spring","Aerobic",NA
88568,"Friedmanniella lacustris","water","Aerobic",NA
52762,"Skermanella parooensis","fresh water","Aerobic",NA
1352,"Enterococcus faecium","human, stool","Aerobic","2"
1351,"Enterococcus faecalis","eye","Aerobic","2"
76891,"Asticcacaulis biprosthecium","freshwater aquarium","Aerobic",NA
69473,"Acholeplasma vituli","foetal bovine serum and cell cultures","Aerobic",NA
43665,"Paenarthrobacter ilicis","american holly, ilex opaca","Aerobic",NA
1671,"Arthrobacter oxydans","air","Aerobic",NA
78448,"Bifidobacterium pullorum","chicken, feces","Anaerobic",NA
94254,"Dyadobacter fermentans","surface sterilized zea mays stems","Aerobic",NA
46180,"Nonomuraea rubra","soil","Aerobic",NA
46181,"Nonomuraea salmonea",NA,"Aerobic",NA
103838,"Nonomuraea turkmeniaca","soil","Aerobic",NA
58124,"Catellatospora citrea citrea","woodland soil","Aerobic",NA
121620,"Catellatospora methionotrophica","woodland soil","Aerobic",NA
53367,"Asanoa ferruginea","woodland soil","Aerobic",NA
53368,"Hamadaea tsunoensis","woodland soil","Aerobic",NA
61858,"Natronorubrum bangense","sediment of the bange salt-alkaline lake","Aerobic",NA
63128,"Natronorubrum tibetense","sediment of the bange salt-alkaline lake","Aerobic",NA
60489,"Nocardioides nitrophenolicus","industrial wastewater","Aerobic",NA
103817,"Janibacter terrae","soil around a wastewater treatment plant","Aerobic",NA
83526,"Lactobacillus paralimentarius","fermented vegetable, kimchi","Aerobic",NA
129052,"Catelliglobosispora koreensis","soil at a gold-mine cave","Aerobic",NA
28092,"Paraburkholderia andropogonis","leaf spot, dianthus caryophyllus cv. apollo","Aerobic",NA
1352,"Enterococcus faecium","surgical drainage","Aerobic","2"
115433,"Amycolatopsis sacchari","floor dust of a hemp factory","Aerobic",NA
150832,"Nesterenkonia lacusekhoensis","water","Aerobic",NA
562,"Escherichia coli","urine","Aerobic","2"
85085,"Pseudarthrobacter chlorophenolicus","soil","Aerobic",NA
103816,"Rhodococcus pyridinivorans","activated sludge","Aerobic",NA
881,"Desulfovibrio vulgaris vulgaris","soil","Anaerobic",NA
39950,"Dialister pneumosintes","human nasal passage abscess","Anaerobic",NA
870,"Dichelobacter nodosus","foot rot in sheep","Anaerobic",NA
45254,"Dysgonomonas capnocytophagoides","human, cutaneous abscess","Anaerobic",NA
52229,"Hallella seregens","gingival crevice of periodontally healthy patient","Anaerobic",NA
76305,"Roseibium denhamense","botryocladia sp.","Aerobic",NA
150831,"Roseibium hamelinense","sands","Aerobic",NA
562,"Escherichia coli","human, anus","Aerobic","2"
548,"Klebsiella aerogenes","human, urine","Aerobic","2"
584,"Proteus mirabilis","human, drain","Aerobic","2"
587,"Providencia rettgeri","human, sputum","Aerobic","2"
78229,"Acidovorax anthurii","anthurium sp.","Aerobic",NA
78587,"Asticcacaulis excentricus","freshwater aquarium","Aerobic",NA
118246,"Ureibacillus terrenus","soil","Aerobic",NA
61150,"Pseudoalteromonas peptidolytica","seawater","Aerobic",NA
38304,"Corynebacterium tuberculostearicum","contaminant","Aerobic","2"
43990,"Corynebacterium segmentosum","human, nasal catarrh","Aerobic","2"
34,"Myxococcus xanthus",NA,"Aerobic",NA
28068,"Rubrivivax gelatinosus","acetate enrichment","Anaerobic",NA
41202,"Ewingella americana","human, blood","Aerobic",NA
33910,"Amycolatopsis mediterranei","soil","Aerobic",NA
120107,"Sphingobium cloacae","wastewater of a sewage treatment","Aerobic",NA
91359,"Enterovibrio calviensis","0,2 mm filtrated seawater","Aerobic","2"
101571,"Burkholderia ubonensis","road-side, surface soil","Aerobic",NA
34038,"Rahnella aquatilis","beta vulgaris","Aerobic",NA
94137,"Filobacillus milosensis","beach sediment","Aerobic",NA
46170,"Staphylococcus aureus aureus","human, skin","Aerobic","2"
132249,"Nocardia veterana","human","Aerobic",NA
134537,"Paraburkholderia fungorum","fungus","Aerobic",NA
134536,"Paraburkholderia caledonica","soil rhizosphere","Aerobic",NA
1352,"Enterococcus faecium","human, wound infection","Aerobic","2"
33995,"Komagataeibacter europaeus","cider vinegar","Aerobic",NA
112413,"Amycolatopsis rubida","soil, conifer forest","Aerobic",NA
129985,"Bacillus jeotgali","korean traditonal fermented food","Aerobic",NA
29491,"Aeromonas salmonicida salmonicida","diseased fish","Aerobic",NA
99907,"Alkalibacterium olivapovliticus","edible-olive wash-waters","Aerobic",NA
112009,"Ignatzschineria larvae","larval stages of wohlfahrtia magnifica maggots","Aerobic",NA
68170,"Lechevalieria aerocolonigenes","soil","Aerobic",NA
103732,"Lechevalieria flava","soil","Aerobic",NA
31958,"Amycolatopsis orientalis orientalis","soil","Aerobic",NA
2074,"Pseudonocardia autotrophica","contaminant in a phosphate buffer solution","Aerobic",NA
52226,"Mitsuokella multacida","human feces","Anaerobic",NA
34007,"Paracoccus versutus","enrichment medium for thiobacillus denitrificans","Aerobic",NA
350,"Zoogloea ramigera","branched zoogloea from trickling filter sample","Aerobic",NA
108437,"Comamonas nitrativorans","denitrifying reactor treating landfill leachate","Aerobic",NA
107327,"Pseudoalteromonas ulvae","surface of the marine alga ulva lactuca","Aerobic",NA
99286,"Flavobacterium frigidarium","marine sediment","Aerobic","2"
146820,"Streptomyces stelliscabiei","solanum tuberosum","Aerobic",NA
65515,"Nonomuraea dietziae","soil","Aerobic",NA
137993,"Bacillus funiculus","activated sludge of wastewater tanks","Aerobic",NA
88373,"Agromyces luteolus","surface of roots of sonneratia alba","Aerobic",NA
43355,"Crossiella cryophila","soil","Aerobic",NA
112331,"Planomicrobium koreense","jeotgal, traditional fermented seafood","Aerobic",NA
83456,"Myxococcus flavescens","soil of seaside","Aerobic",NA
62153,"Vibrio shilonii","bleached coral sample","Aerobic","2"
104336,"Microbacterium foliorum","phyllosphere of grasses","Aerobic",NA
124798,"Microbacterium phyllosphaerae","phyllosphere of grasses","Aerobic",NA
146819,"Streptomyces europaeiscabiei","solanum tuberosum","Aerobic",NA
146821,"Streptomyces reticuliscabiei",NA,"Aerobic",NA
1452,"Bacillus atrophaeus",NA,"Aerobic",NA
112140,"Gluconacetobacter johannae","coffee plants, rhizosphere","Aerobic",NA
142834,"Gluconacetobacter azotocaptans","coffee plants, rhizosphere","Aerobic",NA
132920,"Exiguobacterium antarcticum","microbial material","Aerobic",NA
137584,"Thalassomonas viridans","cultivated oyster","Aerobic",NA
136468,"Vibrio lentus","cultivated oyster","Aerobic","2"
112904,"Enterococcus villorum","piglet","Aerobic","2"
150033,"Enterococcus ratti","neonatal rat, diarrhea","Aerobic","2"
136093,"Globicatella sulfidifaciens","cattle, lung","Microaerophilic",NA
151783,"Cupriavidus campinensis","zinc desertified area","Aerobic",NA
119219,"Cupriavidus metallidurans","waste water, zinc factory","Aerobic",NA
1727,"Corynebacterium variabile","cheese","Aerobic","2"
93380,"Pseudaminobacter defluvii","activated sludge","Aerobic",NA
287,"Pseudomonas aeruginosa","human, urine","Aerobic",NA
562,"Escherichia coli","infant","Aerobic","2"
1283,"Staphylococcus haemolyticus","human","Aerobic",NA
121428,"Sphingobium xenophagum","river","Aerobic",NA
1353,"Enterococcus gallinarum","unknown","Aerobic","2"
37734,"Enterococcus casseliflavus","abscess","Aerobic","2"
37734,"Enterococcus casseliflavus","blood culture","Aerobic","2"
65505,"Virgisporangium ochraceum","soil of vegetable field","Aerobic",NA
104269,"Tenacibaculum amylolyticum","green algae","Aerobic",NA
104268,"Tenacibaculum mesophilum","sponge","Aerobic",NA
571,"Klebsiella oxytoca","human, urine","Aerobic","2"
134962,"Nocardia soli","soil from river","Aerobic",NA
116718,"Paenibacillus azoreducens","wastewater","Aerobic",NA
134984,"Nocardia fluminea","soil","Aerobic",NA
83619,"Pseudoxanthomonas broegbernensis","experimental biofilter","Aerobic",NA
83617,"Stenotrophomonas nitritireducens","laboratory scale biofilter","Aerobic",NA
83615,"Luteimonas mephitis","experimental biofilter","Aerobic",NA
88074,"Kitasatospora cineracea","soil","Aerobic",NA
88075,"Kitasatospora niigatensis","soil","Aerobic",NA
95162,"Nocardia beijingensis","mud from a sewage ditch","Aerobic",NA
81499,"Friedmanniella spumicola","activated sludge","Aerobic",NA
99117,"Friedmanniella capsulata","activated sludge","Aerobic",NA
57003,"Amaricoccus veronensis","activated sludge","Aerobic",NA
57002,"Amaricoccus tamworthensis","activated sludge","Aerobic",NA
57001,"Amaricoccus macauensis","activated sludge","Aerobic",NA
57000,"Amaricoccus kaplicensis","laboratory scale sequence batch reactor","Aerobic",NA
210,"Helicobacter pylori","human, gastric","Microaerophilic","2"
152480,"Burkholderia ambifaria","healthy pea plants","Aerobic",NA
94624,"Bordetella petrii","river sediment derived anaerobic bioreactor","Aerobic",NA
93222,"Pandoraea sputorum","human, cystic fibrosis patient","Aerobic",NA
65786,"Hydrogenophaga intermedia","waste water","Aerobic",NA
119858,"Bacillus sonorensis","soil","Aerobic",NA
114136,"Paenibacillus jamilae","olive-mill wastewater","Aerobic",NA
117606,"Halomonas maura","solar jaltplant","Aerobic",NA
110479,"Asaia siamensis","crown flower, calotropis gigantea","Aerobic",NA
105219,"Ralstonia mannitolilytica","contaminated autoclave fluids","Aerobic",NA
584,"Proteus mirabilis","wound exudate","Aerobic","2"
108980,"Acinetobacter ursingii","human, blood","Aerobic",NA
108981,"Acinetobacter schindleri","human, urine","Aerobic",NA
287,"Pseudomonas aeruginosa","human, sputum of cystic fibrosis patient","Aerobic","2"
89784,"Alicyclobacillus hesperidum","solfataric soil","Aerobic",NA
38304,"Corynebacterium tuberculostearicum","human bone marrow","Aerobic","2"
470,"Acinetobacter baumannii","index outbreak","Aerobic",NA
57480,"Microvirgula aerodenitrificans","fresh water","Aerobic",NA
56425,"Mycobacterium bohemicum","human, bronchopulmonary swab","Aerobic",NA
153622,"Vibrio agarivorans","seawater","Aerobic","2"
131080,"Limnobacter thiooxidans","fresh water lake","Aerobic",NA
287,"Pseudomonas aeruginosa","infection of burn wound","Aerobic","2"
87645,"Aquaspirillum arcticum","sediment, snow and ice","Aerobic",NA
80879,"Curvibacter delicatus","distilled water sample","Aerobic",NA
80881,"Simplicispira metamorpha","putrid infusion of a freshwater shellfish","Aerobic",NA
132476,"Pseudomonas kilonensis","soil","Aerobic",NA
126843,"Mesorhizobium chacoense","nodules from prosopis alba","Aerobic",NA
33029,"Anaerococcus hydrogenalis","human, faeces","Anaerobic",NA
381,"Mesorhizobium loti","lotus corniculatus nodule","Aerobic",NA
43617,"Mesorhizobium mediterraneum","cicer arietinum l.","Aerobic",NA
28104,"Mesorhizobium huakuii","astragalus sinicus","Aerobic",NA
396,"Rhizobium phaseoli","garden beans","Aerobic",NA
7,"Azorhizobium caulinodans","sesbania rostrata","Aerobic",NA
398,"Rhizobium tropici","phaseolus vulgaris l.","Aerobic",NA
382,"Ensifer meliloti","medicago sativa","Aerobic",NA
380,"Ensifer fredii","glycine max, soybean root nodule","Aerobic",NA
110321,"Ensifer medicae","medicago saliva","Aerobic",NA
110322,"Ensifer terangae","acacia laeta","Aerobic",NA
36856,"Ensifer saheli","sesbania cannabina","Aerobic",NA
71253,"Arthrobacter rhombi","greenland halibut","Aerobic",NA
117157,"Actinopolymorpha singaporensis","soil sample","Aerobic",NA
110505,"Mycobacterium heckeshornense","respiratory tract women","Aerobic",NA
37919,"Rhodococcus opacus","contaminated soil","Aerobic",NA
111831,"Defluviicoccus vanus","sewage treatment plant, activated biomass","Aerobic",NA
46178,"Nonomuraea recticatena","soil","Aerobic",NA
40683,"Sphingomonas pruni",NA,"Aerobic",NA
46171,"Nonomuraea africana",NA,"Aerobic",NA
46176,"Nonomuraea polychroma","soil","Aerobic",NA
40682,"Sphingomonas mali",NA,"Aerobic",NA
46172,"Nonomuraea angiospora","soil","Aerobic",NA
103836,"Thermopolyspora flexuosa","soil","Aerobic",NA
46173,"Nonomuraea fastidiosa","mud","Aerobic",NA
46179,"Nonomuraea roseola",NA,"Aerobic",NA
76978,"Novosphingobium roseae","rosa sp. roots","Aerobic",NA
40681,"Sphingomonas asaccharolytica",NA,"Aerobic",NA
79329,"Chitinophaga pinensis","pine needles","Aerobic",NA
75289,"Pseudonocardia xinjiangensis","soil","Aerobic",NA
75291,"Pseudonocardia alaniniphila","soil","Aerobic",NA
104205,"Streptomonospora salina","soil, salt lake","Aerobic",NA
111501,"Muricauda ruestringensis","suspension of intertidal sediment","Aerobic",NA
32022,"Campylobacter jejuni jejuni","human, feces sample","Microaerophilic","2"
96468,"Nocardia vinacea","soil","Aerobic",NA
94627,"Ochrobactrum grignonense","soil samples and wheat roots","Aerobic",NA
94626,"Ochrobactrum tritici","rhizosphere of wheat","Aerobic",NA
137591,"Weissella cibaria","food","Microaerophilic",NA
146476,"Acetobacter syzygii","fruit of malay rose apple","Aerobic",NA
146474,"Acetobacter orientalis","canna flower","Aerobic",NA
146475,"Acetobacter cibinongensis","mountain soursop","Aerobic",NA
147248,"Halomonas alimentaria","jeotgal, korean traditinal fermented seafood","Aerobic",NA
137357,"Lactobacillus equi","horse, feces","Aerobic",NA
114527,"Mogibacterium diversum","human, tongue plaque","Anaerobic",NA
114528,"Mogibacterium neglectum","necrotic dental pulp","Anaerobic",NA
1352,"Enterococcus faecium","human blood","Aerobic","2"
69284,"Pseudoxanthomonas japonensis","polluted urban soil","Aerobic",NA
96344,"Cupriavidus oxalaticus","earthworm intestine","Aerobic",NA
150120,"Shewanella livingstonensis","sediment","Aerobic",NA
1833,"Rhodococcus erythropolis","soil suspension, enrichment cultures","Aerobic",NA
1990,"Actinomadura atramentaria","dry heated soil","Aerobic",NA
46170,"Staphylococcus aureus aureus","human, throat","Aerobic","2"
287,"Pseudomonas aeruginosa","human bones material","Aerobic","2"
46170,"Staphylococcus aureus aureus","human, urine","Aerobic","2"
287,"Pseudomonas aeruginosa","human, blood","Aerobic","2"
135826,"Jeotgalibacillus alimentarius","jeotgal, fermented seafood","Aerobic",NA
134605,"Fusobacterium equinum","horse, pus","Anaerobic",NA
86103,"Idiomarina zobellii","deep sea water","Aerobic",NA
86102,"Idiomarina abyssalis","deep sea water","Aerobic",NA
2254,"Haloferax lucentense","water of a saltern","Aerobic",NA
146919,"Salinibacter ruber","solar saltern water","Aerobic",NA
46170,"Staphylococcus aureus aureus","prothesis, pus","Aerobic","2"
124225,"Brackiella oedipodis","heart of a cotton-topped tamarin","Aerobic",NA
139021,"Dietzia psychralcaliphila","drain of fish product precessing plant","Aerobic",NA
129922,"Saccharomonospora halophila","high salinity soil","Aerobic",NA
124252,"Nocardiopsis halotolerans","salt marsh soil","Aerobic",NA
101059,"Viridibacillus neidei","soil","Aerobic",NA
103815,"Paenibacillus chinjuensis","soil","Aerobic",NA
101070,"Rummeliibacillus pycnus","soil","Aerobic",NA
144022,"Maricaulis virginensis","deep sea water","Aerobic",NA
144026,"Maricaulis salignorans","sea water","Aerobic",NA
144023,"Maricaulis parjimensis","sea water","Aerobic",NA
144025,"Maricaulis washingtonensis","sea water, inner marina","Aerobic",NA
59600,"Cellulophaga algicola","sea ice colonial diatom melosira","Aerobic",NA
150172,"Flavobacterium tegetincola","cyanobacterial mat","Aerobic",NA
69322,"Flavobacterium xanthum","pond, mud","Aerobic",NA
135626,"Shewanella olleyana","water","Aerobic",NA
57028,"Algoriphagus ratkowskyi","sea ice","Aerobic",NA
101383,"Cryomorpha ignava","quartz stone sublim","Aerobic",NA
101385,"Aequorivita sublithincola","quartz stone sublim","Aerobic",NA
153267,"Aequorivita lipolytica","seawater","Aerobic",NA
153266,"Aequorivita antarctica","seawater, under ice","Aerobic",NA
562,"Escherichia coli","human urine","Aerobic","2"
132919,"Rhodococcus jostii","grave","Aerobic",NA
316,"Pseudomonas stutzeri","aquifer cores","Aerobic",NA
40214,"Acinetobacter johnsonii","bendigo waste water treatment plant","Aerobic",NA
40215,"Acinetobacter junii","bendigo waste water treatment plant","Aerobic",NA
106649,"Acinetobacter guillouiae","albury wastewater treatment plant","Aerobic",NA
103816,"Rhodococcus pyridinivorans","industrial wastewater","Aerobic",NA
